miRNA,Target / Target pathway,Support,Source,Experiment(s),Reference - PMID,,
hsa-miR-122-5p,POMZP3,Functional MTI (Weak),MIRT023382,Microarray,17612493,,
hsa-miR-122-5p,ATP7A,Functional MTI (Weak),MIRT023385,Microarray,17612493,,
hsa-miR-122-5p,PMP22,Functional MTI (Weak),MIRT023386,Microarray,17612493,,
hsa-miR-122-5p,TOB2,Functional MTI (Weak),MIRT023391,Microarray,17612493,,
hsa-miR-122-5p,TOB2,Functional MTI (Weak),MIRT023391,PAR-CLIP,23592263,,
hsa-miR-122-5p,TOB2,Functional MTI (Weak),MIRT023391,PAR-CLIP,20371350,,
hsa-miR-122-5p,LRP11,Functional MTI (Weak),MIRT023392,Microarray,17612493,,
hsa-miR-122-5p,MPV17,Functional MTI (Weak),MIRT023393,Microarray,17612493,,
hsa-miR-122-5p,TRIM29,Functional MTI (Weak),MIRT023394,Microarray,17612493,,
hsa-miR-122-5p,PKM,Functional MTI (Weak),MIRT023396,Microarray,17612493,,
hsa-miR-122-5p,PKM,Functional MTI,MIRT023396,"Luciferase reporter assay, qRT-PCR, Western blot",24466275,,
hsa-miR-122-5p,PKM,Functional MTI (Weak),MIRT023396,PAR-CLIP,23592263,,
hsa-miR-122-5p,ST6GALNAC4,Functional MTI (Weak),MIRT023399,Microarray,17612493,,
hsa-miR-122-5p,SMURF2,Functional MTI (Weak),MIRT023400,Microarray,17612493,,
hsa-miR-122-5p,CDK4,Functional MTI,MIRT023403,Reporter assay,21750653,,
hsa-miR-122-5p,CDK4,Functional MTI (Weak),MIRT023403,HITS-CLIP,23824327,,
hsa-miR-122-5p,CENPF,Functional MTI (Weak),MIRT023287,Proteomics,21750653,,
hsa-miR-122-5p,SPAG9,Functional MTI (Weak),MIRT023290,Microarray,17612493,,
hsa-miR-122-5p,SLC11A2,Functional MTI (Weak),MIRT023294,Microarray,17612493,,
hsa-miR-122-5p,STAU2,Functional MTI (Weak),MIRT023297,Microarray,17612493,,
hsa-miR-122-5p,SPTLC1,Functional MTI (Weak),MIRT023301,Microarray,17612493,,
hsa-miR-122-5p,UBE2K,Functional MTI (Weak),MIRT023304,Proteomics,21750653,,
hsa-miR-122-5p,PPP1R9B,Functional MTI (Weak),MIRT023305,Microarray,17612493,,
hsa-miR-122-5p,NMNAT2,Functional MTI (Weak),MIRT023309,Microarray,17612493,,
hsa-miR-122-5p,SCN4B,Functional MTI (Weak),MIRT023310,Microarray,17612493,,
hsa-miR-122-5p,PAK1,Functional MTI (Weak),MIRT023312,Microarray,17612493,,
hsa-miR-122-5p,DNAJB1,Functional MTI (Weak),MIRT023313,Microarray,17612493,,
hsa-miR-122-5p,PHKA1,Functional MTI (Weak),MIRT023317,Microarray,17612493,,
hsa-miR-122-5p,RBBP5,Functional MTI (Weak),MIRT023318,Microarray,17612493,,
hsa-miR-122-5p,SUCLA2,Functional MTI (Weak),MIRT023320,Microarray,17612493,,
hsa-miR-122-5p,MTPN,Functional MTI (Weak),MIRT023322,Microarray,17612493,,
hsa-miR-122-5p,MOB3B,Functional MTI (Weak),MIRT023324,Microarray,17612493,,
hsa-miR-122-5p,MAPRE1,Functional MTI (Weak),MIRT023330,Microarray,17612493,,
hsa-miR-122-5p,TBC1D22B,Functional MTI (Weak),MIRT023331,Microarray,17612493,,
hsa-miR-122-5p,SLC9A1,Functional MTI (Weak),MIRT023332,Microarray,17612493,,
hsa-miR-122-5p,SLC9A1,Functional MTI (Weak),MIRT023332,PAR-CLIP,23592263,,
hsa-miR-122-5p,NPEPPS,Functional MTI (Weak),MIRT023333,Microarray,17612493,,
hsa-miR-122-5p,CALU,Functional MTI (Weak),MIRT023336,Proteomics,21750653,,
hsa-miR-122-5p,BRI3BP,Functional MTI (Weak),MIRT023337,Microarray,17612493,,
hsa-miR-122-5p,PSPH,Functional MTI (Weak),MIRT023338,Proteomics,21750653,,
hsa-miR-122-5p,LCA5,Functional MTI (Weak),MIRT023341,Microarray,17612493,,
hsa-miR-122-5p,NALCN,Functional MTI (Weak),MIRT023347,Microarray,17612493,,
hsa-miR-122-5p,PLAGL2,Functional MTI (Weak),MIRT023348,Microarray,17612493,,
hsa-miR-122-5p,IDS,Functional MTI (Weak),MIRT023349,Microarray,17612493,,
hsa-miR-122-5p,IDS,Functional MTI (Weak),MIRT023349,HITS-CLIP,24906430,,
hsa-miR-122-5p,AKAP10,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,CBL,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,DR1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,GIT1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,SATB1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,SMARCD1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,ANKIB1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,BACH2,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,RASSF5,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,SLC12A6,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,FGF1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,KDM2A,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,MLLT1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,SUSD6,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,POLR3D,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,PKM,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,TBC1D22B,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,LAMC1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,NSD3,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,FOXP1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,SOX6,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,CADM2,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,LUZP1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,TP53,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,GATAD2B,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,BRWD1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,NHSL2,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,MBNL1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,BHLHE41,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,RAP1GAP2,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,PAK3,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,MRRF,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,ERBB4,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,XIAP,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,WDR55,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,CCDC6,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,SLC29A4,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,MRPL3,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,C18orf32,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,DICER1,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,STRN,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,MEF2D,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,PXMP4,V,TargetScan,N/A,N/A,,
hsa-miR-122-5p,HPGD,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,ADGRE4P,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,GPD2,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,GALNT3,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,TFAP2A,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,YWHAQ,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,STAU1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,TMED8,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,SHPRH,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,CPEB1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,PRKRA,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,GRPR,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,MYB,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,SUCLA2,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,GPATCH2L,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,SLC6A11,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,IFT43,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,B3GALNT1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,USP8,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,LRP11,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,MAP3K12,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,RNF32,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,AP1AR,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,SIRT1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,MECOM,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,PCDHAC1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,MAP3K20,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,RNMT,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,GPLD1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,VIM,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,PDK4,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,CTTNBP2NL,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,AKT3,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,ANKIB1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,CANX,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,STK39,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,BICD1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,DLD,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,FTLP10,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,HHIP,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,TBC1D10B,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,RIMS1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,MSL3,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,TMEM216,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,KCNK2,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,UGT8,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,GTF3C2,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,PSPH,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,UNC80,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,ATRX,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,PAPOLA,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,NOL4,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,KANK1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,DDX20,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,NPEPPS,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,FADS1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,NPAS3,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,CTNND2,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,PHF20L1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,EPGN,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,JADE2,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,DIXDC1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,ATF7IP2,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,DOPEY2,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,LUC7L,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,H2AFZ,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,NTRK2,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,FAHD1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,DMD,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,TMTC2,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,RHOT1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,MIPOL1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,RELL1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,KIF5B,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,ERLIN2,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,STXBP3,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,JMJD1C,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,FKBP5,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,SPRY3,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,GCNT4,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,OCRL,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,TMEM87A,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,KLHL18,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,FNBP1L,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,COX16,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,USP53,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,WNT2B,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,RGL1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,GABRE,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,OPRK1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,PPP1R12A,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,UPK2,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,GALC,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,BRPF1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,ARFGEF1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,CS,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,CEP55,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,SLC4A3,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,INTS8,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,GSG1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,FAM117B,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,NRP1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,METTL9,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,ITSN1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,MPDU1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,SLC29A3,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,RORA,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,TNRC6A,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,PAK3,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,PELI1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,MMD,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,SEC31B,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,ZNF614,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,UHRF2,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,NCDN,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,C19orf54,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,RUFY3,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,TMEM87B,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,RALGAPB,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,UNC5D,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,PTP4A1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,RPS6KC1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,CD58,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,UBQLN1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,KRTAP2-1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,GABBR1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,GTF2H4,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,MTDH,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,NRG1,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,FAM69A,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,C8orf86,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,TUBA1C,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,DYRK1A,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,MED13,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,NFAT5,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,RPS6KA3,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,SIPA1L1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ZNF384,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,SLC9A6,V,microrna.org,N/A,N/A,,
hsa-miR-122-5p,ADAM10,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,CHD9,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,GAB2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,NTNG1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,PPTC7,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,RALGAPB,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,RBPJ,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,SLMAP,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,USP42,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,AFF4,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,C16orf72,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,CACNB2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,CRK,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,EIF2B2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,PCDH9,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,RSBN1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ARRDC3,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,CAPRIN1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ROCK2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ZDHHC3,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ZEB2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ANK3,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,CCNT2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,CSNK1E,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,CTNND2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,DHX30,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,KANK1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,KCNS2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,LCORL,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,NEB,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,NRP2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,BBX,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,BLCAP,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,HECTD4,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,CSNK1G1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,CUL3,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,DRP2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,FOXP2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,G3BP2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,HNRNPU,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,INTS3,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,IRF2BP2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,MAP4K4,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,MBNL1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,MIPOL1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,NPEPPS,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,PHLPP1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,PHLPP2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,PTPA,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ZNF644,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,NAA25,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ALG3,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ANKRD17,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,EMSY,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,DENND4B,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,FOXP1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,INO80D,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,KCNV2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,KMT2A,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,KMT2B,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,KMT2D,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,NEO1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,PAPOLA,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,PIEZO1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,QSER1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,SCAF4,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,SLC44A1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,SREK1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,SUPT7L,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,TUBG1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ZNF362,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,AHCYL1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,SEC14L1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,SERPINH1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,SNPH,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,UBE2Z,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ZZEF1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ASTN1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ASTN2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,MSANTD2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,CDK19,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,DACT1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,DNAH2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,FBXL20,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,GJB6,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,GREB1L,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,KCNMA1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,MAX,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,MED1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,NAV2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,NPAS3,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,PIGA,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,RBM5,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,RXFP3,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ACSS2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,AP2A1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ARID5B,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ARNT,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,BRPF1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,C5orf30,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,CPEB2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,CRAMP1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,CS,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,DDX31,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,DLG2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,GBA2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,HOXB3,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,HOXB4,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,LCOR,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,MBD5,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,NFIX,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,NT5C3A,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,PABPC4,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,PIEZO2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,PLAG1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,PUM1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,SATB1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,SOX11,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,SPRY2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,USP34,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ZIC3,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ZNF827,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ABL2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,AMOT,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,AP2A2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,BACH2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,CACNA1C,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,CPEB1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,CSMD3,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,EP300,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ERC2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,RUNX1T1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,SLITRK1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,SNTB2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,TANC2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,TBC1D22B,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,TNRC6A,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,TNS1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,TTN,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,TUBG2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,ZC3H11A,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,FBN1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,COLGALT2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,GRIN2B,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,KANK4,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,KHDRBS1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,KIF17,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,MAPRE1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,NEGR1,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,NTRK2,V,miRcode,N/A,N/A,,
hsa-miR-122-5p,TENM4,V,miRcode,N/A,N/A,,
